Date,Day,Temp_avg,Dew_avg,Hum_avg,Wind_avg,Press_avg,Value (kWh),notes
2020-03-04,4,67.4,63.1,86.0,11.3,29.6,10.177999999999997,COVID_lockdown
2020-03-05,5,62.0,44.5,56.1,11.9,30.1,8.433999999999996,COVID_lockdown
2020-03-06,6,60.3,30.7,36.6,7.8,30.3,8.829999999999998,COVID_lockdown
2020-03-07,7,53.7,39.2,59.7,8.2,30.3,12.418,weekday
2020-03-08,8,60.9,51.4,72.9,13.5,30.2,9.960428570999998,weekday
2020-03-09,9,67.9,61.2,79.7,9.0,30.1,8.550999999999997,weekday
2020-03-10,10,69.7,64.5,84.6,4.2,30.1,8.727999999999998,weekend
2020-03-11,11,70.4,62.5,77.9,6.1,30.0,9.080000000000002,weekday
2020-03-12,12,74.1,63.2,69.8,9.0,29.8,16.130000000000003,weekday
2020-03-13,13,73.7,66.5,78.8,9.7,29.9,16.101,COVID_lockdown
2020-03-14,14,74.4,67.2,79.1,9.8,30.0,11.998999999999999,COVID_lockdown
2020-03-15,15,73.7,66.9,80.5,7.5,30.1,14.986,COVID_lockdown
2020-03-16,16,69.4,64.0,83.5,6.4,30.0,12.332,COVID_lockdown
2020-03-17,17,74.5,66.4,77.2,9.8,30.0,12.842,COVID_lockdown
2020-03-18,18,74.6,66.6,76.8,10.7,29.9,17.623,COVID_lockdown
2020-03-19,19,77.8,67.4,71.1,12.6,29.9,16.37,COVID_lockdown
2020-03-20,20,69.4,66.1,89.3,8.4,30.1,11.243999999999998,COVID_lockdown
2020-03-21,21,57.5,53.9,87.8,10.8,30.1,11.119,COVID_lockdown
2020-03-22,22,67.5,63.1,86.2,7.8,30.0,9.123999999999999,COVID_lockdown
2020-03-23,23,74.7,67.7,79.6,7.4,29.9,11.627999999999998,COVID_lockdown
2020-03-24,24,77.3,67.7,73.7,8.0,29.8,17.808000000000003,COVID_lockdown
2020-03-25,25,76.8,67.5,75.4,7.2,29.8,17.231,COVID_lockdown
2020-03-26,26,74.7,67.2,78.7,7.6,29.8,17.557,COVID_lockdown
2020-03-27,27,78.1,67.0,71.1,10.9,29.7,20.583999999999996,COVID_lockdown
2020-03-28,28,72.6,63.8,74.3,7.8,29.7,12.326000000000002,COVID_lockdown
2020-03-29,29,68.0,48.7,56.2,7.0,30.0,9.466000000000001,COVID_lockdown
2020-03-30,30,72.4,60.7,67.3,8.6,29.9,12.382,COVID_lockdown
2020-03-31,31,70.3,59.2,69.4,10.9,29.8,13.883000000000001,COVID_lockdown
2020-04-01,1,63.1,50.1,65.7,9.2,29.9,10.658,weekend
2020-04-02,2,68.3,60.4,76.0,10.5,29.8,11.968,weekday
2020-04-03,3,71.8,65.0,80.0,8.5,29.8,11.722,weekday
2020-04-04,4,58.6,56.3,91.8,9.9,29.8,9.754000000000001,COVID_lockdown
2020-04-05,5,65.1,59.5,82.6,7.8,29.9,8.334999999999999,COVID_lockdown
2020-04-06,6,71.1,67.4,88.4,5.7,29.9,9.294999999999998,COVID_lockdown
2020-04-07,7,78.1,71.5,81.2,5.0,29.8,17.238,weekend
2020-04-08,8,78.5,70.9,78.0,5.1,29.8,20.329000000000004,weekday
2020-04-09,9,74.9,68.0,79.9,8.3,29.7,22.921999999999997,weekday
2020-04-10,10,68.4,59.2,74.3,9.7,29.9,13.015000000000002,weekend
2020-04-11,11,69.8,61.6,75.4,12.2,29.7,13.309,weekday
2020-04-12,12,79.5,64.0,63.0,11.8,29.5,18.011000000000003,weekday
2020-04-13,13,61.1,45.8,57.8,12.9,29.9,10.324,COVID_lockdown
2020-04-14,14,57.9,44.1,62.6,12.0,30.0,9.255,COVID_lockdown
2020-04-15,15,58.6,41.9,56.5,7.3,30.0,8.234,COVID_lockdown
2020-04-16,16,62.0,48.3,62.5,10.0,30.0,8.947999999999999,COVID_lockdown
2020-04-17,17,70.7,64.2,80.4,5.8,29.9,11.914,COVID_lockdown
2020-04-18,18,68.6,64.3,86.2,7.3,29.8,9.016,COVID_lockdown
2020-04-19,19,73.6,69.8,87.8,6.7,29.6,13.549000000000001,COVID_lockdown
2020-04-20,20,70.3,63.8,81.5,5.7,29.7,15.263999999999998,COVID_lockdown
2020-04-21,21,73.2,65.5,78.8,8.1,29.8,19.43,COVID_lockdown
2020-04-22,22,77.2,70.5,80.1,10.9,29.7,16.744,COVID_lockdown
2020-04-23,23,78.9,62.4,61.3,9.2,29.6,23.879999999999995,COVID_lockdown
2020-04-24,24,75.6,62.3,66.7,8.7,29.7,18.105000000000004,COVID_lockdown
2020-04-25,25,70.8,57.0,63.1,7.9,29.9,13.998000000000001,COVID_lockdown
2020-04-26,26,71.5,51.9,54.2,4.9,30.0,14.570999999999998,COVID_lockdown
2020-04-27,27,72.4,60.6,68.2,12.2,30.0,16.216,COVID_lockdown
2020-04-28,28,78.4,71.4,79.0,10.3,29.8,15.744,COVID_lockdown
2020-04-29,29,70.7,58.1,69.6,10.5,29.9,14.149,COVID_lockdown
2020-04-30,30,70.7,48.6,48.3,4.5,29.9,14.783000000000003,COVID_lockdown
2020-05-01,1,72.8,57.6,61.7,7.3,29.9,13.195,weekend
2020-05-02,2,76.0,64.0,67.7,9.6,29.9,17.135,weekday
2020-05-03,3,79.0,65.2,63.9,8.9,29.9,19.499,weekday
2020-05-04,4,78.7,68.5,72.9,7.8,29.8,22.112000000000002,COVID_lockdown
2020-05-05,5,81.4,70.0,69.4,6.9,29.8,23.301,COVID_lockdown
2020-05-06,6,74.0,55.1,55.8,9.1,30.0,19.904000000000003,COVID_lockdown
2020-05-07,7,73.9,60.5,65.0,11.0,29.9,15.262999999999998,weekend
2020-05-08,8,78.4,65.3,64.7,14.6,29.8,20.59,weekday
2020-05-09,9,67.0,50.3,56.1,11.9,30.0,11.96,weekend
2020-05-10,10,68.8,52.2,58.6,6.6,30.1,12.806,weekday
2020-05-11,11,71.6,55.4,59.5,7.9,30.0,16.659,weekday
2020-05-12,12,75.2,65.4,72.2,13.4,29.9,15.776999999999997,weekend
2020-05-13,13,77.3,68.7,75.9,10.8,29.8,22.825,COVID_lockdown
2020-05-14,14,78.6,70.8,77.9,8.0,29.8,30.765000000000004,COVID_lockdown
2020-05-15,15,75.5,70.5,85.0,8.1,29.7,29.278,COVID_lockdown
2020-05-16,16,72.5,65.7,80.1,8.8,29.6,15.066,COVID_lockdown
2020-05-17,17,75.3,63.3,68.0,8.4,29.8,19.606999999999996,COVID_lockdown
2020-05-18,18,79.8,62.5,59.8,4.1,29.8,31.936999999999994,COVID_lockdown
2020-05-19,19,83.1,68.8,63.8,7.4,29.7,26.067999999999998,COVID_lockdown
2020-05-20,20,81.7,71.5,73.5,6.4,29.7,40.22699999999999,COVID_lockdown
2020-05-21,21,82.3,71.7,71.1,11.2,29.7,29.095,COVID_lockdown
2020-05-22,22,83.3,72.5,71.4,10.3,29.8,37.522999999999996,COVID_lockdown
2020-05-23,23,83.8,73.6,71.9,12.9,29.8,29.179999999999996,COVID_lockdown
2020-05-24,24,77.4,71.0,81.1,12.8,29.7,24.53000000000001,COVID_lockdown
2020-05-25,25,74.4,66.5,77.4,8.6,29.6,18.881,COVID_lockdown
2020-05-26,26,75.5,65.0,72.2,5.9,29.8,19.297,COVID_lockdown
2020-05-27,27,72.6,64.1,76.8,9.6,29.8,16.266,COVID_lockdown
2020-05-28,28,77.2,69.0,76.8,5.5,29.8,22.228,COVID_lockdown
2020-05-29,29,79.0,67.1,69.0,7.7,29.9,29.229,COVID_lockdown
2020-05-30,30,79.3,66.3,65.3,7.1,29.9,19.688,COVID_lockdown
2020-05-31,31,77.6,70.3,79.4,6.4,29.9,23.877000000000006,COVID_lockdown
2020-06-01,1,78.3,69.0,74.5,6.3,30.0,23.794,weekday
2020-06-02,2,81.2,69.5,69.2,6.7,29.9,32.016000000000005,weekday
2020-06-03,3,79.3,72.0,79.3,5.8,29.8,24.891000000000005,weekday
2020-06-04,4,81.6,72.3,75.3,4.2,29.8,33.209,COVID_lockdown
2020-06-05,5,82.6,72.1,72.6,4.3,29.8,34.752,COVID_lockdown
2020-06-06,6,84.7,71.8,66.9,7.0,29.7,30.628,COVID_lockdown
2020-06-07,7,85.0,70.9,64.0,9.8,29.6,37.439,weekday
2020-06-08,8,86.8,72.3,63.2,7.3,29.5,42.939,weekday
2020-06-09,9,86.7,74.7,69.0,8.4,29.6,47.132000000000005,weekend
2020-06-10,10,83.1,58.3,46.5,8.0,29.9,31.555,weekday
2020-06-11,11,79.9,56.4,47.0,5.5,30.1,27.730999999999998,weekday
2020-06-12,12,79.8,59.0,50.8,7.5,30.1,34.504,weekend
2020-06-13,13,81.3,59.1,49.8,7.7,29.9,33.308,COVID_lockdown
2020-06-14,14,81.1,64.9,59.3,7.0,29.9,28.843999999999998,COVID_lockdown
2020-06-15,15,82.4,70.7,69.6,8.1,30.0,42.91799999999999,COVID_lockdown
2020-06-16,16,82.9,66.0,60.8,5.6,30.0,31.603,COVID_lockdown
2020-06-17,17,82.7,65.8,59.3,5.8,29.9,32.157000000000004,COVID_lockdown
2020-06-18,18,81.8,67.0,63.5,7.6,29.9,35.148,COVID_lockdown
2020-06-19,19,80.6,70.8,73.0,9.6,29.9,27.460999999999995,COVID_lockdown
2020-06-20,20,79.8,72.9,80.3,6.0,29.9,25.064999999999998,COVID_lockdown
2020-06-21,21,82.7,73.1,73.8,7.8,29.8,37.979,COVID_lockdown
2020-06-22,22,76.2,71.8,86.5,6.9,29.8,22.005,COVID_lockdown
2020-06-23,23,80.3,71.5,75.8,6.3,29.8,25.947,COVID_lockdown
2020-06-24,24,78.0,72.3,83.3,5.9,29.7,26.119,COVID_lockdown
2020-06-25,25,76.6,72.7,87.8,4.9,29.8,23.333000000000002,COVID_lockdown
2020-06-26,26,81.0,75.2,82.5,6.2,29.9,24.384000000000004,COVID_lockdown
2020-06-27,27,84.2,75.5,76.0,9.3,29.9,29.456999999999997,COVID_lockdown
2020-06-28,28,84.7,75.1,74.0,10.3,29.8,31.111,COVID_lockdown
2020-06-29,29,85.5,75.5,72.2,11.8,29.8,31.601999999999997,COVID_lockdown
2020-06-30,30,86.6,75.5,70.2,10.4,29.8,39.537000000000006,COVID_lockdown
2020-07-01,1,86.4,75.5,71.0,9.8,29.8,39.824999999999996,weekday
2020-07-02,2,88.0,74.6,66.2,6.0,29.8,44.567,weekday
2020-07-03,3,84.7,72.8,69.6,6.3,29.9,39.659000000000006,COVID_lockdown
2020-07-04,4,84.6,72.9,70.5,3.6,29.8,38.071,COVID_lockdown
2020-07-05,5,85.4,73.5,69.0,6.2,29.7,36.565000000000005,COVID_lockdown
2020-07-06,6,85.5,75.5,71.9,6.0,29.8,39.89999999999999,COVID_lockdown
2020-07-07,7,84.5,76.0,76.6,6.1,29.8,38.483,weekday
